Question,Answer,Tags
9.2.3,C,gatecse-2015-set3  programming-in-c  normal  array
9.2.4,C,gatecse-2015-set3  programming  programming-in-c  normal  array
9.2.5,2,gatecse-2017-set2  programming-in-c  numerical-answers  array  pointers
9.2.6,6,gatecse-2019  numerical-answers  programming-in-c  programming  array  easy  1-mark
9.2.7,19,gatecse-2020  numerical-answers  programming-in-c  array  1-mark
9.2.8,C,gatecse-2021-set2  programming-in-c  array  output  1-mark
9.2.9,A,gatecse-2022  programming  programming-in-c  array  output  2-marks
9.2.10,C,gateit-2004  programming  easy  programming-in-c  array
9.2.11,B,gateit-2008  programming  programming-in-c  normal  array
9.2.12,C,gateit-2008  programming  programming-in-c  normal  array
9.2.13,B,gateit-2008  programming  programming-in-c  normal  array
9.3.1,A,gatecse2024-set2  programming  programming-in-c  functions
9.4.1,A,gate1989  normal  programming  goto
9.4.2,A,gate1994  programming  easy  goto
9.5.1,N/A,gate1995  programming  identify-function  descriptive
9.5.2,C,gate1998  programming  normal  identify-function
9.5.3,C,gatecse-2017-set2  programming-in-c  identify-function  pointers
9.5.4,3,gatecse-2017-set2  programming  algorithms  numerical-answers  identify-function
9.5.5,26,gatecse-2019  programming-in-c  numerical-answers  identify-function  1-mark
9.5.6,B,gateit-2004  programming  easy  identify-function
9.6.1,N/A,gate1987  programming  loop-invariants  descriptive
9.6.2,N/A,gate1988  normal  descriptive  loop-invariants
9.6.3,N/A,gate1988  programming  descriptive  loop-invariants
9.6.4,N/A,gate1991  programming  loop-invariants  normal  fill-in-the-blanks
9.6.5,A,gatecse-2004  programming  loop-invariants  normal
9.6.6,B,gatecse-2015-set1  programming  loop-invariants  normal
9.6.7,C,gatecse-2016-set2  programming  loop-invariants  normal
9.6.8,C,gatecse-2017-set2  programming  loop-invariants
9.7.1,A,gatecse-2022  programming  programming-in-c  output  2-marks
9.7.2,7,gatecse-2023  programming  programming-in-c  output  numerical-answers  1-mark
9.7.3,C,gatecse2024-set1  programming  programming-in-c  output
9.7.4,C,gatecse2024-set1  programming  programming-in-c  output
9.7.5,A;B;D,gatecse2024-set2  programming  programming-in-c  multiple-selects  output
9.8.1,N/A,gate1992  parameter-passing  programming  runtime-environment  normal  descriptive
9.8.2,C,gate1994  programming  parameter-passing  easy
9.8.3,B,gatecse-2001  programming-in-c  parameter-passing  normal  ugcnetcse-aug2016-paper3
9.8.4,D,gatecse-2003  compiler-design  normal  runtime-environment  parameter-passing
9.8.5,B,gatecse-2008  programming  programming-in-c  normal  parameter-passing
9.8.6,D,gatecse-2010  programming  programming-in-c  easy  parameter-passing
9.8.7,6561,gatecse-2013  compiler-design  normal  marks-to-all  numerical-answers  parameter-passing  runtime-environment
9.8.8,2016,gatecse-2016-set1  programming-in-c  easy  numerical-answers  parameter-passing
9.8.9,30,gatecse-2016-set2  programming-in-c  normal  numerical-answers  parameter-passing
9.8.10,A,gatecse-2018  programming-in-c  pointers  parameter-passing  normal  programming  2-marks
9.8.11,D,gateit-2006  programming  programming-in-c  normal  parameter-passing
9.8.12,C,gateit-2008  programming  programming-in-c  easy  parameter-passing
9.9.1,D,gatecse-2000  programming  programming-in-c  easy  match-the-following  pointers
9.9.2,C,gatecse-2001  programming  programming-in-c  normal  pointers
9.9.3,A,gatecse-2003  programming  programming-in-c  easy  pointers
9.9.4,A,gatecse-2003  programming  programming-in-c  normal  pointers
9.9.5,C,gatecse-2005  programming  programming-in-c  pointers  easy  isro2017
9.9.6,C,gatecse-2006  programming  programming-in-c  normal  pointers
9.9.7,D,gatecse-2014-set1  programming  programming-in-c  easy  pointers
9.9.8,140,gatecse-2015-set3  programming  programming-in-c  normal  numerical-answers  pointers
9.9.9,D,gatecse-2017-set1  programming-in-c  programming  pointers
9.9.10,D,gatecse-2022  programming  programming-in-c  pointers  output  1-mark
9.9.11,B,gatecse2024-set2  programming  programming-in-c  pointers
9.10.1,B,gate1999  programming  normal  programming-constructs
9.11.1,A,gatecse-2000  programming  programming-in-c  easy
9.11.2,B,gatecse-2002  programming  programming-in-c  easy  descriptive
9.11.3,B,gatecse-2002  programming  programming-in-c  normal
9.11.4,B,gatecse-2002  programming-in-c  programming  easy
9.11.5,D,gatecse-2004  programming  programming-in-c  easy
9.11.6,D,gatecse-2005  programming  programming-in-c  compiler-design  easy
9.11.7,A,gatecse-2008  programming  programming-in-c  easy
9.11.8,D,gatecse-2008  programming  normal  programming-in-c
9.11.9,C,gatecse-2012  programming  programming-in-c  normal
9.11.10,D,normal  gatecse-2012  programming-in-c  programming
9.11.11,B,gatecse-2014-set2  programming  programming-in-c  normal
9.11.12,D,gatecse-2014-set2  programming  programming-in-c
9.11.13,-5,gatecse-2015-set1  programming  programming-in-c  easy  numerical-answers
9.11.14,230,gatecse-2015-set3  programming  programming-in-c  normal  numerical-answers
9.11.15,D,gatecse-2016-set1  programming-in-c  easy
9.11.16,D,gatecse-2016-set1  programming-in-c  normal
9.11.17,3,gatecse-2017-set1  programming  programming-in-c  normal  numerical-answers
9.11.18,23,gatecse-2017-set1  programming  programming-in-c  normal  numerical-answers
9.11.19,A,gatecse-2017-set2  programming  programming-in-c  match-the-following
9.11.20,0,
9.11.21,B,gatecse-2018  programming-in-c  normal  programming  2-marks
9.11.22,B,gatecse-2019  programming-in-c  programming  2-marks
9.11.23,5,gatecse-2019  numerical-answers  programming-in-c  programming  2-marks
9.11.24,10,gatecse-2019  numerical-answers  programming-in-c  programming  2-marks
9.11.25,B,gatecse-2021-set1  programming-in-c  2-marks
9.11.26,B;D,gatecse2024-set1  multiple-selects  programming  programming-in-c
9.11.27,A,gateit-2004  programming  programming-in-c  normal
9.11.28,D,gateit-2004  programming  programming-in-c  normal
9.11.29,B,gateit-2005  programming  normal  programming-in-c
9.11.30,A,gateit-2006  programming  programming-in-c  normal
9.11.31,C,gateit-2007  programming  programming-in-c  normal
9.12.1,C,gatecse-2004  programming  easy  programming-paradigms
9.12.2,D,gatecse-2004  programming  normal  programming-paradigms  match-the-following
9.13.1,41,gate1991  programming  recursion  normal  numerical-answers
9.13.2,16,gate1994  programming  recursion  normal  descriptive
9.13.3,N/A,gatecse-2000  algorithms  normal  descriptive  recursion
9.13.4,N/A,gatecse-2001  programming  recursion  normal  descriptive
9.13.5,N/A,gatecse-2002  programming  recursion  descriptive
9.13.6,C,gatecse-2004  programming  programming-in-c  recursion  easy  isro2008
9.13.7,B,gatecse-2005  programming  recursion  normal
9.13.8,D,gatecse-2007  programming  recursion  normal
9.13.9,1.72 : 1.74,gatecse-2014-set2  programming  recursion  numerical-answers  normal
9.13.10,D,gatecse-2015-set2  programming  programming-in-c  normal  recursion
9.13.11,A,gatecse-2016-set1  programming-in-c  recursion  normal
9.13.12,3,gatecse-2016-set2  programming-in-c  normal  numerical-answers  recursion
9.13.13,A,gatecse-2017-set1  programming  normal  tricky  recursion
9.13.14,C,gatecse-2017-set1  programming-in-c  programming  normal  recursion
9.13.15,4,gatecse-2018  programming-in-c  numerical-answers  recursion  programming  1-mark
9.13.16,55,gatecse-2020  numerical-answers  programming-in-c  recursion  2-marks
9.13.17,D,gateit-2007  programming  recursion  normal
9.14.1,A,gatecse-2000  programming  programming-in-c  easy  structure
9.14.2,A,gatecse-2018  programming-in-c  programming  structure  normal  1-mark
9.14.3,D,gatecse-2021-set2  programming-in-c  normal  pointers  structure  2-marks
9.14.4,B,gateit-2004  programming  programming-in-c  normal  structure
9.14.5,B,gateit-2006  programming  programming-in-c  normal  structure
9.15.1,X,gatecse-2012  programming  easy  programming-in-c  switch-case
9.15.2,10,gatecse-2015-set3  programming  programming-in-c  switch-case  normal  numerical-answers
9.16.1,C,gatecse-2003  programming  normal  type-checking
9.17.1,C,gatecse-2000  programming  programming-in-c  easy  isro2015  union
9.18.1,A,gateit-2007  programming  variable-binding  easy  ugcnetcse-dec2012-paper3
10.1.1,A;C,gate1989  easy  theory-of-computation  closure-property  multiple-selects
10.1.2,N/A,gate1992  theory-of-computation  normal  closure-property  proof  descriptive
10.1.3,A,gatecse-2002  theory-of-computation  easy  closure-property
10.1.4,C,gatecse-2013  theory-of-computation  normal  closure-property
10.1.5,D,gatecse-2016-set2  theory-of-computation  regular-language  context-free-language  closure-property  normal
10.1.6,B,gatecse-2017-set2  theory-of-computation  closure-property
10.1.7,B,gatecse-2018  theory-of-computation  closure-property  easy  1-mark
10.1.8,D,gateit-2006  theory-of-computation  closure-property  easy
10.2.2,A;D,gate1992  context-free-language  theory-of-computation  normal  multiple-selects
10.2.3,A,gate1995  theory-of-computation  easy  context-free-language
10.2.4,B,gate1996  theory-of-computation  context-free-language  easy
10.2.5,B,gate1996  theory-of-computation  context-free-language  normal
10.2.6,B,gate1999  theory-of-computation  context-free-language  easy
10.2.7,N/A,gate1999  theory-of-computation  context-free-language  normal  proof
10.2.8,N/A,gatecse-2000  theory-of-computation  descriptive  regular-language  context-free-language
10.2.9,B,gatecse-2001  theory-of-computation  context-free-language  easy
10.2.10,C,gatecse-2003  theory-of-computation  context-free-language  normal
10.2.11,B,
10.2.12,D,gatecse-2006  theory-of-computation  context-free-language  normal
10.2.13,B,gatecse-2009  theory-of-computation  context-free-language  easy  isro2016
10.2.14,B,gatecse-2015-set3  theory-of-computation  context-free-language  normal
10.2.15,D,gatecse-2016-set1  theory-of-computation  context-free-language  normal
10.2.16,D,gatecse-2016-set1  theory-of-computation  context-free-language  normal
10.2.17,B,gatecse-2016-set2  theory-of-computation  context-free-language  normal
10.2.18,B,gatecse-2017-set1  theory-of-computation  context-free-language  normal
10.2.19,D,gatecse-2017-set1  theory-of-computation  context-free-language  normal
10.2.20,A,gatecse-2017-set1  theory-of-computation  context-free-language  normal
10.2.21,C,gatecse-2017-set2  theory-of-computation  context-free-language
10.2.22,C,gatecse-2019  theory-of-computation  context-free-language  2-marks
10.2.23,C,gatecse-2021-set1  context-free-language  theory-of-computation  1-mark
10.2.24,B;C;D,gatecse-2021-set2  multiple-selects  theory-of-computation  context-free-language  2-marks
10.2.25,B;C;D,gatecse-2022  theory-of-computation  context-free-language  multiple-selects  2-marks
10.2.26,B,gatecse-2023  theory-of-computation  context-free-language  2-marks
10.2.27,B,gateit-2006  theory-of-computation  context-free-language  normal
10.2.28,B,gateit-2006  theory-of-computation  context-free-language  easy
10.2.29,A,gateit-2007  theory-of-computation  normal  context-free-language
10.2.30,C,gateit-2007  theory-of-computation  context-free-language  normal
10.2.31,D,gateit-2007  theory-of-computation  context-free-language  normal
10.2.32,B,gateit-2008  theory-of-computation  context-free-language  normal
10.3.1,B,gate1997  theory-of-computation  normal  countable-uncountable-set
10.3.2,C,gatecse-2014-set3  theory-of-computation  normal  countable-uncountable-set
10.3.3,B,gatecse-2019  theory-of-computation  countable-uncountable-set  2-marks
10.4.3,N/A,gate1988  theory-of-computation  descriptive  decidability  turing-machine
10.4.4,B;D,
10.4.5,B;C,gate1990  normal  theory-of-computation  decidability  multiple-selects
10.4.6,N/A,gate1995  theory-of-computation  normal  decidability  proof  descriptive
10.4.7,D,gate1996  theory-of-computation  decidability  easy
10.4.8,B,gate1997  theory-of-computation  decidability  easy
10.4.9,N/A,gate1999  theory-of-computation  descriptive  decidability
10.4.10,A,gatecse-2000  theory-of-computation  decidability  normal
10.4.11,B,gatecse-2001  theory-of-computation  decidability  normal
10.4.12,N/A,gatecse-2001  theory-of-computation  decidability  turing-machine  easy  descriptive
10.4.13,N/A,gatecse-2002  theory-of-computation  decidability  normal  turing-machine  descriptive  difficult
10.4.14,C,gatecse-2003  theory-of-computation  normal  decidability
10.4.15,A,gatecse-2003  theory-of-computation  decidability  normal
10.4.16,B,gatecse-2007  theory-of-computation  decidability  normal
10.4.17,B,gatecse-2008  theory-of-computation  decidability  easy
10.4.18,D,gatecse-2012  theory-of-computation  decidability  normal
10.4.19,D,gatecse-2013  theory-of-computation  decidability  normal
10.4.20,A,gatecse-2014-set3  theory-of-computation  context-free-language  decidability  normal
10.4.21,D,gatecse-2015-set2  theory-of-computation  decidability  easy
10.4.22,C,gatecse-2015-set3  theory-of-computation  decidability  normal
10.4.23,C,gatecse-2016-set1  theory-of-computation  decidability  easy
10.4.24,A,gatecse-2017-set1  theory-of-computation  decidability  difficult
10.4.25,D,gatecse-2017-set2  theory-of-computation  decidability
10.4.26,D,gatecse-2018  theory-of-computation  decidability  easy  2-marks
10.4.27,A,gatecse-2020  theory-of-computation  decidability  2-marks
10.4.28,C,gatecse-2021-set2  theory-of-computation  regular-language  decidability  2-marks
10.4.29,A;B;C,gatecse-2022  theory-of-computation  turing-machine  decidability  multiple-selects  2-marks
10.5.1,N/A,gate1988  descriptive  theory-of-computation  finite-automata  difficult
10.5.2,N/A,gate1991  theory-of-computation  finite-automata  normal  descriptive
10.5.3,N/A,gate1993  theory-of-computation  finite-automata  easy  descriptive
10.5.4,N/A,gate1996  theory-of-computation  finite-automata  normal  descriptive
10.5.5,N/A,gate1997  theory-of-computation  finite-automata  proof
10.5.6,A,gate1998  theory-of-computation  finite-automata  normal
10.5.7,N/A,gatecse-2001  theory-of-computation  easy  descriptive  finite-automata  normal
10.5.8,A,gatecse-2002  theory-of-computation  normal  finite-automata
10.5.9,N/A,gatecse-2002  theory-of-computation  finite-automata  normal  descriptive
10.5.10,C,gatecse-2003  theory-of-computation  finite-automata  normal
10.5.11,B,gatecse-2003  theory-of-computation  finite-automata  normal
10.5.12,A,gatecse-2004  theory-of-computation  finite-automata  easy
10.5.13,B,gatecse-2005  theory-of-computation  finite-automata  normal
10.5.14,B,gatecse-2005  theory-of-computation  finite-automata  easy
10.5.15,C,gatecse-2007  theory-of-computation  finite-automata  normal
10.5.16,A,gatecse-2008  normal  theory-of-computation  finite-automata
10.5.17,C,gatecse-2008  theory-of-computation  finite-automata  normal
10.5.18,C,gatecse-2009  theory-of-computation  finite-automata  easy
10.5.19,B,gatecse-2012  finite-automata  easy  theory-of-computation
10.5.20,D,gatecse-2012  theory-of-computation  finite-automata  normal
10.5.21,D,gatecse-2013  theory-of-computation  finite-automata  normal
10.5.22,A,gatecse-2014-set1  theory-of-computation  finite-automata  easy
10.5.23,B,gatecse-2016-set2  theory-of-computation  finite-automata  normal
10.5.24,C,gatecse-2017-set2  theory-of-computation  finite-automata
10.5.25,D,gatecse-2021-set1  theory-of-computation  finite-automata  2-marks
10.5.26,256 : 256,gatecse-2021-set2  numerical-answers  theory-of-computation  finite-automata  1-mark
10.5.27,B,gatecse-2021-set2  theory-of-computation  finite-automata  2-marks
10.5.28,B;C,gatecse2024-set1  multiple-selects  theory-of-computation  finite-automata
10.5.29,A,gatecse2024-set2  theory-of-computation  finite-automata
10.5.30,B,gatecse2024-set2  theory-of-computation  finite-automata
10.5.31,B,gateit-2004  theory-of-computation  finite-automata  normal
10.5.32,A,gateit-2005  theory-of-computation  finite-automata  normal
10.5.33,B,gateit-2005  theory-of-computation  finite-automata  normal
10.5.34,D,gateit-2006  theory-of-computation  finite-automata  easy
10.5.35,A,gateit-2006  theory-of-computation  finite-automata  normal
10.5.36,D,gateit-2007  theory-of-computation  finite-automata  normal
10.5.37,A,gateit-2007  theory-of-computation  finite-automata  normal
10.5.38,A,gateit-2007  theory-of-computation  finite-automata  normal
10.5.39,A,gateit-2007  theory-of-computation  finite-automata  normal
10.5.40,A,gateit-2008  theory-of-computation  finite-automata  normal
10.5.41,A,gateit-2008  theory-of-computation  finite-automata  normal
10.6.1,C,gate1987  theory-of-computation  identify-class-language
10.6.2,N/A,gate1988  normal  descriptive  theory-of-computation  identify-class-language
10.6.3,N/A,gate1991  theory-of-computation  descriptive  identify-class-language  proof
10.6.4,N/A,gate1994  theory-of-computation  identify-class-language  normal  descriptive
10.6.5,A;C,gate1999  theory-of-computation  identify-class-language  normal  multiple-selects
10.6.6,B,gatecse-2000  theory-of-computation  easy  identify-class-language
10.6.7,B,gatecse-2002  theory-of-computation  easy  identify-class-language
10.6.8,B,gatecse-2004  theory-of-computation  normal  identify-class-language
10.6.9,A,gatecse-2005  theory-of-computation  identify-class-language  normal
10.6.10,D,gatecse-2006  theory-of-computation  normal  identify-class-language
10.6.11,B,gatecse-2006  theory-of-computation  normal  identify-class-language
10.6.12,B,gatecse-2007  theory-of-computation  normal  identify-class-language
10.6.13,C,gatecse-2008  normal  theory-of-computation  identify-class-language  match-the-following
10.6.14,D,gatecse-2008  theory-of-computation  easy  identify-class-language
10.6.15,C,gatecse-2009  theory-of-computation  easy  identify-class-language
10.6.16,D,gatecse-2010  theory-of-computation  context-free-language  identify-class-language  normal
10.6.17,C,gatecse-2011  theory-of-computation  identify-class-language  normal
10.6.18,D,gatecse-2013  theory-of-computation  identify-class-language  normal
10.6.19,C,gatecse-2014-set3  theory-of-computation  identify-class-language  context-free-language  normal
10.6.20,B,gatecse-2017-set1  theory-of-computation  context-free-language  identify-class-language  normal
10.6.21,D,gatecse-2017-set2  theory-of-computation  identify-class-language
10.6.22,B,gatecse-2018  theory-of-computation  identify-class-language  context-free-language  normal  2-marks
10.6.23,C,
10.6.24,A,gatecse-2020  theory-of-computation  identify-class-language  2-marks
10.6.25,B;C;D,gatecse-2021-set2  multiple-selects  theory-of-computation  identify-class-language  1-mark
10.6.26,B;C;D,gatecse-2022  theory-of-computation  identify-class-language  recursive-and-recursively-enumerable-languages  multiple-selects  1-mark
10.6.27,A;B;C,gatecse-2022  theory-of-computation  identify-class-language  context-free-language  multiple-selects  2-marks
10.6.28,A;C;D,gatecse-2023  theory-of-computation  identify-class-language  multiple-selects  1-mark
10.6.29,D,gateit-2005  theory-of-computation  normal  identify-class-language
10.6.30,A,gateit-2005  theory-of-computation  easy  identify-class-language
10.6.31,B,gateit-2008  theory-of-computation  normal  identify-class-language
10.7.1,0,gate1987  theory-of-computation  finite-automata  minimal-state-automata
10.7.2,N/A,gate1997  theory-of-computation  finite-automata  normal  minimal-state-automata  descriptive
10.7.3,N/A,gate1997  theory-of-computation  minimal-state-automata  descriptive
10.7.4,B,gate1998  theory-of-computation  finite-automata  normal  minimal-state-automata
10.7.5,N/A,gate1998  theory-of-computation  finite-automata  normal  minimal-state-automata  descriptive
10.7.6,B,gate1999  theory-of-computation  finite-automata  easy  minimal-state-automata
10.7.7,B,gatecse-2001  finite-automata  theory-of-computation  easy  minimal-state-automata
10.7.8,D,gatecse-2001  theory-of-computation  finite-automata  minimal-state-automata
10.7.9,B,gatecse-2002  theory-of-computation  normal  finite-automata  minimal-state-automata
10.7.10,D,gatecse-2006  theory-of-computation  finite-automata  normal  minimal-state-automata
10.7.11,A,gatecse-2007  theory-of-computation  finite-automata  normal  minimal-state-automata
10.7.12,B,normal  gatecse-2007  theory-of-computation  finite-automata  minimal-state-automata
10.7.13,C,gatecse-2010  theory-of-computation  finite-automata  normal  minimal-state-automata
10.7.14,B,gatecse-2011  theory-of-computation  finite-automata  normal  minimal-state-automata
10.7.15,A,gatecse-2011  theory-of-computation  finite-automata  easy  minimal-state-automata
10.7.16,1,gatecse-2015-set1  theory-of-computation  finite-automata  easy  numerical-answers  minimal-state-automata
10.7.17,3,gatecse-2015-set2  theory-of-computation  finite-automata  normal  numerical-answers  minimal-state-automata
10.7.18,B,gatecse-2015-set3  theory-of-computation  finite-automata  normal  minimal-state-automata
10.7.19,2,gatecse-2016-set2  theory-of-computation  finite-automata  normal  numerical-answers  minimal-state-automata
10.7.20,4,gatecse-2017-set1  theory-of-computation  finite-automata  numerical-answers  minimal-state-automata
10.7.21,8,theory-of-computation  gatecse-2017-set2  finite-automata  numerical-answers  minimal-state-automata
10.7.22,D,gatecse-2018  theory-of-computation  minimal-state-automata  normal  1-mark
10.7.23,120,gatecse-2019  numerical-answers  theory-of-computation  finite-automata  minimal-state-automata  difficult  2-marks
10.7.24,4,gatecse-2023  theory-of-computation  minimal-state-automata  numerical-answers  2-marks
10.7.25,A,gateit-2008  theory-of-computation  finite-automata  normal  minimal-state-automata
10.8.1,A;C,gate1992  theory-of-computation  easy  non-determinism  multiple-selects
10.8.2,C,gate1994  theory-of-computation  easy  non-determinism
10.8.3,B,gate1998  theory-of-computation  easy  non-determinism
10.8.4,D,gatecse-2005  theory-of-computation  easy  non-determinism
10.8.5,B,gatecse-2011  theory-of-computation  easy  non-determinism
10.8.6,C,gateit-2004  theory-of-computation  easy  non-determinism
10.9.1,D,gatecse-2019  theory-of-computation  pumping-lemma  1-mark
10.9.2,D,gateit-2005  theory-of-computation  pumping-lemma  easy
10.10.1,N/A,gate1996  theory-of-computation  pushdown-automata  normal  descriptive
10.10.2,A,gate1997  theory-of-computation  pushdown-automata  easy
10.10.3,N/A,gate1998  theory-of-computation  pushdown-automata  descriptive
10.10.4,A,normal  theory-of-computation  gate1999  pushdown-automata
10.10.5,N/A,gatecse-2000  theory-of-computation  descriptive  pushdown-automata
10.10.6,N/A,gatecse-2001  theory-of-computation  normal  pushdown-automata  descriptive
10.10.7,D,gatecse-2009  theory-of-computation  easy  isro2017  pushdown-automata
10.10.8,B,gatecse-2015-set1  theory-of-computation  pushdown-automata  normal
10.10.9,D,gatecse-2016-set1  theory-of-computation  pushdown-automata  normal
10.10.10,50 : 50,gatecse-2021-set1  theory-of-computation  pushdown-automata  numerical-answers  2-marks
10.10.11,A,gatecse-2023  theory-of-computation  pushdown-automata  2-marks
10.10.12,B,gateit-2004  theory-of-computation  pushdown-automata  normal
10.10.13,D,gateit-2005  theory-of-computation  pushdown-automata  normal
10.10.14,B,gateit-2006  theory-of-computation  pushdown-automata  normal
10.10.15,C,gateit-2006  theory-of-computation  pushdown-automata  normal
10.11.1,A;D,gate1990  normal  theory-of-computation  turing-machine  recursive-and-recursively-enumerable-languages  multiple-selects
10.11.2,A,gatecse-2003  theory-of-computation  normal  recursive-and-recursively-enumerable-languages
10.11.3,D,theory-of-computation  gatecse-2003  normal  recursive-and-recursively-enumerable-languages
10.11.4,D,theory-of-computation  recursive-and-recursively-enumerable-languages  gatecse-2003  difficult
10.11.5,A,gatecse-2004  theory-of-computation  recursive-and-recursively-enumerable-languages  difficult
10.11.6,B,gatecse-2005  theory-of-computation  recursive-and-recursively-enumerable-languages  easy
10.11.7,D,gatecse-2008  theory-of-computation  easy  isro2016  recursive-and-recursively-enumerable-languages
10.11.8,D,gatecse-2008  theory-of-computation  easy  recursive-and-recursively-enumerable-languages
10.11.9,B,gatecse-2010  theory-of-computation  recursive-and-recursively-enumerable-languages  decidability  normal
10.11.10,C,gatecse-2014-set1  theory-of-computation  easy  recursive-and-recursively-enumerable-languages
10.11.11,D,gatecse-2014-set2  theory-of-computation  recursive-and-recursively-enumerable-languages  normal
10.11.12,B,gatecse-2014-set2  theory-of-computation  recursive-and-recursively-enumerable-languages  normal
10.11.13,D,gatecse-2015-set1  theory-of-computation  recursive-and-recursively-enumerable-languages  normal
10.11.14,C,gatecse-2016-set2  theory-of-computation  recursive-and-recursively-enumerable-languages
10.11.15,D,gatecse-2021-set1  multiple-selects  theory-of-computation  recursive-and-recursively-enumerable-languages  1-mark
10.11.16,A,gatecse-2021-set1  theory-of-computation  recursive-and-recursively-enumerable-languages  decidability  easy  2-marks
10.12.1,C,gatecse-2005  theory-of-computation  decidability  normal  reduction
10.12.2,C,gatecse-2016-set1  theory-of-computation  easy  recursive-and-recursively-enumerable-languages  reduction
10.13.1,N/A,gate1987  theory-of-computation  regular-expression  descriptive
10.13.2,A;C,gate1991  theory-of-computation  regular-expression  normal  multiple-selects
10.13.3,A,gate1992  theory-of-computation  regular-expression  easy  multiple-selects
10.13.4,N/A,gate1994  theory-of-computation  finite-automata  regular-expression  easy  fill-in-the-blanks
10.13.5,C,gate1995  theory-of-computation  regular-expression  easy  isro2017
10.13.6,C,gate1996  theory-of-computation  regular-expression  easy
10.13.7,D,gate1997  theory-of-computation  regular-expression  normal
10.13.8,C;D,gate1998  theory-of-computation  regular-expression  easy  multiple-selects
10.13.9,D,gate1998  theory-of-computation  regular-expression  normal
10.13.10,N/A,gate1998  theory-of-computation  regular-expression  easy  descriptive
10.13.11,C,
10.13.12,A,gatecse-2003  theory-of-computation  regular-expression  easy
10.13.13,C,gatecse-2009  theory-of-computation  regular-expression  easy
10.13.14,B,gatecse-2010  theory-of-computation  regular-expression  normal
10.13.15,B,gatecse-2014-set1  theory-of-computation  regular-expression  finite-automata  easy
10.13.16,3,gatecse-2014-set3  theory-of-computation  regular-expression  numerical-answers  easy
10.13.17,B,gatecse-2016-set1  theory-of-computation  regular-expression  normal
10.13.18,X,gatecse-2020  regular-expression  normal  theory-of-computation  1-mark
10.13.19,A;B;C,gatecse-2021-set2  multiple-selects  theory-of-computation  regular-expression  2-marks
10.13.20,D,gatecse-2022  theory-of-computation  finite-automata  regular-expression  1-mark
10.13.21,C,gatecse-2023  theory-of-computation  regular-expression  1-mark
10.13.22,C,gatecse-2023  theory-of-computation  regular-expression  1-mark
10.13.23,44,gatecse2024-set1  numerical-answers  theory-of-computation  regular-expression
10.13.24,15,gatecse2024-set2  numerical-answers  theory-of-computation  regular-expression
10.13.25,C,gateit-2004  theory-of-computation  regular-expression  normal
10.13.26,B,gateit-2005  theory-of-computation  regular-expression  easy
10.13.27,A,gateit-2006  theory-of-computation  regular-expression  normal
10.13.28,C,gateit-2007  theory-of-computation  regular-expression  normal
10.13.29,C,gateit-2008  theory-of-computation  regular-expression  easy
10.14.1,N/A,gate1990  descriptive  theory-of-computation  regular-language  regular-grammar
10.14.2,C,gatecse-2015-set2  theory-of-computation  regular-grammar  normal
10.14.3,A,gateit-2006  theory-of-computation  normal  regular-grammar
10.15.3,B;C,gate1990  normal  theory-of-computation  regular-language  multiple-selects
10.15.4,D,gate1991  theory-of-computation  easy  regular-language  multiple-selects
10.15.5,C,gate1995  theory-of-computation  easy  regular-language
10.15.6,D,gate1996  theory-of-computation  normal  regular-language
10.15.7,B,gate1998  theory-of-computation  easy  regular-language
10.15.8,N/A,gate1999  theory-of-computation  normal  regular-language  descriptive
10.15.9,X,gatecse-2000  theory-of-computation  easy  regular-language
10.15.10,A,gatecse-2001  theory-of-computation  easy  regular-language
10.15.11,D,gatecse-2001  theory-of-computation  normal  regular-language
10.15.12,C,gatecse-2006  theory-of-computation  normal  regular-language
10.15.13,C,gatecse-2007  theory-of-computation  normal  regular-language
10.15.14,B,gatecse-2007  theory-of-computation  easy  regular-language
10.15.15,A,gatecse-2008  theory-of-computation  normal  regular-language
10.15.16,C,gatecse-2011  theory-of-computation  easy  regular-language
10.15.17,C,gatecse-2012  theory-of-computation  easy  regular-language
10.15.18,A,gatecse-2013  theory-of-computation  normal  regular-language
10.15.19,C,gatecse-2014-set1  theory-of-computation  regular-language  normal
10.15.20,A,gatecse-2014-set2  theory-of-computation  normal  regular-language
10.15.21,A,gatecse-2014-set2  theory-of-computation  normal  regular-language
10.15.22,A,gatecse-2015-set2  theory-of-computation  normal  regular-language
10.15.23,C,gatecse-2016-set2  theory-of-computation  easy  regular-language
10.15.24,2,gatecse-2018  theory-of-computation  numerical-answers  regular-language  2-marks
10.15.25,B,gatecse-2019  theory-of-computation  regular-language  1-mark
10.15.26,6,gatecse-2020  numerical-answers  theory-of-computation  regular-language  2-marks
10.15.27,D,gatecse-2020  theory-of-computation  regular-language  1-mark
10.15.28,C,gatecse-2021-set2  theory-of-computation  finite-automata  regular-language  1-mark
10.15.29,C;D,gatecse2024-set1  multiple-selects  theory-of-computation  regular-language
10.15.30,C,gateit-2006  theory-of-computation  easy  regular-language
10.15.31,B,gateit-2006  theory-of-computation  normal  regular-language
10.15.32,A,gateit-2006  theory-of-computation  normal  regular-language
10.15.33,D,gateit-2008  theory-of-computation  normal  regular-language
2.3.3,N/A,gate-1990  true-false  co-and-architecture  cache-memory  descriptive
2.3.53,N/A,gatecse-2020  numerical-answers  co-and-architecture  cache-memory  1-mark
